Generation,Individual,n1,n2,n3,lr,dr,l2,alpha,Accuracy,TP,FP,FN,TN
9,"[172, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0001, 0.010294092227821202]",172,93,46,0.002129,0.2521,0.0001,0.0103,0.6347,218,164,11,86
9,"[173, 70, 46, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,70,46,0.001016,0.2521,0.001024,0.0103,0.6242,216,167,13,83
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.01, 0.01]",173,71,46,0.002129,0.2521,0.01,0.01,0.6117,222,179,7,71
9,"[107, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.0859256089078573]",107,93,46,0.002129,0.2521,0.001024,0.0859,0.7578,198,85,31,165
9,"[106, 71, 46, 0.01, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",106,71,46,0.01,0.2521,0.001024,0.0103,0.7766,184,62,45,188
9,"[173, 71, 45, 0.004414139818276098, 0.14539698280732616, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.004414,0.1454,0.001024,0.0103,0.7495,201,92,28,158
9,"[173, 93, 42, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,42,0.002129,0.2521,0.001024,0.0103,0.7453,195,88,34,162
10,"[173, 71, 45, 0.004414139818276098, 0.14539698280732616, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.004414,0.1454,0.001024,0.0103,0.7557,205,93,24,157
10,"[173, 71, 45, 0.004414139818276098, 0.14539698280732616, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.004414,0.1454,0.001024,0.0103,0.7537,207,96,22,154
10,"[173, 71, 45, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.01]",173,71,45,0.002129,0.2521,0.001024,0.01,0.8038,164,29,65,221
10,"[173, 71, 47, 0.0021291623022691745, 0.25205000315773524, 0.0001, 0.010294092227821202]",173,71,47,0.002129,0.2521,0.0001,0.0103,0.785,175,49,54,201
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7996,175,42,54,208
10,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",107,71,46,0.002129,0.2342,0.007749,0.153,0.6639,213,145,16,105
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7933,174,44,55,206
10,"[173, 71, 46, 0.0021291623022691745, 0.28671416570848013, 0.0010235539074996483, 0.051830683553461786]",173,71,46,0.002129,0.2867,0.001024,0.0518,0.7954,178,47,51,203
10,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",107,71,46,0.002129,0.2342,0.007749,0.153,0.739,200,96,29,154
10,"[104, 71, 47, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",104,71,47,0.002129,0.2521,0.001024,0.153,0.739,204,100,25,150
10,"[173, 71, 45, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.002129,0.2521,0.001024,0.0103,0.7704,195,76,34,174
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.01]",173,93,46,0.002129,0.2521,0.001024,0.01,0.6576,221,156,8,94
10,"[104, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",104,71,46,0.002129,0.2342,0.007749,0.153,0.7578,195,82,34,168
10,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7766,193,71,36,179
10,"[173, 71, 45, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.002129,0.2521,0.001024,0.0103,0.6827,214,137,15,113
10,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.01]",173,71,46,0.002129,0.2521,0.001024,0.01,0.8142,157,17,72,233
10,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7996,169,36,60,214
10,"[172, 92, 46, 0.001019749811010774, 0.2929638141970955, 0.0001, 0.010294092227821202]",172,92,46,0.00102,0.293,0.0001,0.0103,0.7557,184,72,45,178
10,"[173, 71, 45, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.01]",173,71,45,0.002129,0.2521,0.001024,0.01,0.7912,167,38,62,212
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7683,193,75,36,175
10,"[107, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.007748508663688895, 0.15301347440248034]",107,71,46,0.002129,0.2521,0.007749,0.153,0.7808,175,51,54,199
10,"[173, 93, 46, 0.0021291623022691745, 0.2342084288825935, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2342,0.001024,0.0103,0.714,204,112,25,138
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.01, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.01,0.0103,0.6388,218,162,11,88
10,"[107, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.001016,0.2521,0.001024,0.0103,0.7453,183,76,46,174
10,"[107, 93, 42, 0.0010160172171795624, 0.14933390452838247, 0.01, 0.010294092227821202]",107,93,42,0.001016,0.1493,0.01,0.0103,0.7035,206,119,23,131
10,"[173, 93, 46, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",173,93,46,0.002129,0.1287,0.002998,0.153,0.6743,218,145,11,105
10,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7954,197,66,32,184
10,"[173, 71, 45, 0.004414139818276098, 0.14539698280732616, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.004414,0.1454,0.001024,0.0103,0.7474,199,91,30,159
10,"[104, 71, 46, 0.001019749811010774, 0.2929638141970955, 0.0010235539074996483, 0.15301347440248034]",104,71,46,0.00102,0.293,0.001024,0.153,0.7662,161,44,68,206
10,"[106, 92, 46, 0.01, 0.25205000315773524, 0.0009986483254478943, 0.1516649109607253]",106,92,46,0.01,0.2521,0.000999,0.1517,0.7015,212,126,17,124
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7119,212,121,17,129
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7724,196,76,33,174
10,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.01]",173,71,46,0.002129,0.2521,0.001024,0.01,0.762,200,85,29,165
10,"[173, 71, 45, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.002129,0.2521,0.001024,0.0103,0.7829,187,62,42,188
10,"[173, 93, 42, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,42,0.002129,0.2521,0.001024,0.0103,0.7871,198,71,31,179
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7244,209,112,20,138
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7704,193,74,36,176
10,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.08780751699646655]",107,71,46,0.002129,0.2342,0.007749,0.0878,0.7537,195,84,34,166
10,"[107, 93, 46, 0.0010160172171795624, 0.25205000315773524, 0.01, 0.0859256089078573]",107,93,46,0.001016,0.2521,0.01,0.0859,0.7808,182,58,47,192
10,"[173, 71, 42, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,42,0.002129,0.2521,0.001024,0.0103,0.7599,201,87,28,163
10,"[107, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.007748508663688895, 0.15301347440248034]",107,93,46,0.002129,0.2521,0.007749,0.153,0.5929,221,187,8,63
10,"[173, 71, 46, 0.0021291623022691745, 0.3, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.3,0.001024,0.0103,0.7745,188,67,41,183
10,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",107,71,46,0.002129,0.2342,0.007749,0.153,0.7035,202,115,27,135
10,"[107, 93, 42, 0.0001, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.0001,0.1287,0.002998,0.153,0.6367,198,143,31,107
10,"[107, 71, 45, 0.004414139818276098, 0.14539698280732616, 0.0010235539074996483, 0.2629015325551513]",107,71,45,0.004414,0.1454,0.001024,0.2629,0.7474,200,92,29,158
10,"[173, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.010294092227821202]",173,93,42,0.001016,0.1287,0.002998,0.0103,0.7724,209,89,20,161
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7537,189,78,40,172
10,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7307,195,95,34,155
10,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7787,200,77,29,173
10,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.6576,213,148,16,102
